"gene_name","ens_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Gm14418","ENSMUSG00000078867",67.0238129377073,0.513884468426162,0.239944750889848,0.0204638187124974,0.0424117971033276
"Exo1","ENSMUSG00000039748",58.7132647963534,0.86478069856078,0.495022106259327,0.0204644905417509,0.0424117971033276
"Gm3678","ENSMUSG00000111967",8.26526264380819,1.01040647672059,0.654541599396779,0.0204700410550285,0.0424199226576657
"Frs2","ENSMUSG00000020170",2196.99007426885,0.227891553782615,0.100116824079052,0.0204870046706226,0.0424516963272802
"Dgki","ENSMUSG00000038665",10.6247816464698,-0.998405565422356,0.640084632437971,0.0204925325419412,0.0424597704984592
"Trim35","ENSMUSG00000022043",6406.54850776367,0.198953758352024,0.087201214930985,0.0204972372182822,0.0424661378904282
"Trmt13","ENSMUSG00000033439",324.627563185104,0.33927290263127,0.151376348138517,0.0205038867855426,0.0424765333694766
"Ddx3x","ENSMUSG00000000787",13989.4722005303,0.182837007545893,0.0800654883555598,0.020514206386427,0.0424913694833881
"Echdc1","ENSMUSG00000019883",1027.04848821724,0.275672042780285,0.121792332218575,0.0205143133905123,0.0424913694833881
"Fam199x","ENSMUSG00000042595",727.531640705622,-0.265447838377725,0.117151287776891,0.0205441871464896,0.0425498609890055
"Ndst2","ENSMUSG00000039308",940.911489623879,0.218640951963842,0.0960204384987038,0.0205484445514837,0.0425552923922676
"Rps7-ps2","ENSMUSG00000112105",71.5495539037325,-0.521242854470395,0.244288888030433,0.0205800893340753,0.0426174369629495
"Gm17936","ENSMUSG00000106664",59.8534990429118,-0.504199191587009,0.234902179179008,0.0205878176308924,0.0426300491087403
"Capn13","ENSMUSG00000043705",1.70604284613725,-1.25170131037362,1.37538746406784,0.0205947934839723,0.0426390523435426
"Arhgef18","ENSMUSG00000004568",2271.54538434333,-0.221678918097668,0.0974184448916235,0.0205954420648155,0.0426390523435426
"Rnls","ENSMUSG00000071573",114.28230925772,0.505043051934397,0.235410244659507,0.0206092200027266,0.0426641834272622
"Vamp9","ENSMUSG00000105078",4.45094898886573,1.191530469491,0.93942558184656,0.020629030749594,0.0427017983418508
"Xrcc1","ENSMUSG00000051768",1395.46012633344,0.288438120417011,0.127779923909635,0.0206319542045703,0.0427044536013167
"6430503K07Rik","ENSMUSG00000053545",62.8930464339583,0.639285552432162,0.315904695560475,0.020706786591419,0.0428541542667255
"Gpr153","ENSMUSG00000042804",1077.73116065481,-0.594700291158315,0.287564940964665,0.0207075725454359,0.0428541542667255
"Mprip","ENSMUSG00000005417",14736.0544579797,-0.152607946820677,0.0668512943186837,0.0207137516819481,0.0428635338509894
"Mrpl47","ENSMUSG00000037531",432.067677128228,0.274607220509522,0.121511006190086,0.0207189999572636,0.0428709858405005
"Gm44175","ENSMUSG00000108132",3.41890000787227,-1.21167675351763,0.989000855809308,0.0207311617568849,0.0428927407160731
"Gm7688","ENSMUSG00000110514",52.4354525736521,-0.591907103064102,0.286038431946995,0.0207734171535705,0.0429767507887396
"Duox1","ENSMUSG00000033268",2.06044933591308,-1.25972921051225,1.30511836751129,0.0207933383313245,0.0430145453892636
"Uqcrc1","ENSMUSG00000025651",6036.16863764339,-0.159388622628788,0.069881883519036,0.0207950612215012,0.0430146907314022
"Nudt15","ENSMUSG00000033405",40.1034759897504,0.557854342596157,0.265713094689261,0.0207968776438798,0.0430150295069058
"Gm13053","ENSMUSG00000085574",2.21731007432066,-1.2559388833659,1.33215079142774,0.0208033291546891,0.0430249544090782
"Sema6b","ENSMUSG00000001227",691.924702091824,0.37553310602009,0.169324860507063,0.020896582344206,0.0432143846539802
"Sh3d19","ENSMUSG00000028082",2797.72781020347,-0.32665127028731,0.145945504552267,0.0209331565173886,0.0432865812214658
"Gm15557","ENSMUSG00000078972",1.59034891499628,1.25865836835368,1.27783645226656,0.020976322465578,0.0433723960227251
"Cst3","ENSMUSG00000027447",13011.8489208545,-0.249982993733399,0.110518915077153,0.0209793718882074,0.0433752555013315
"Fat1","ENSMUSG00000070047",5353.92325648057,-0.451765123821857,0.207773527649585,0.0209848126247506,0.0433830582205725
"Ung","ENSMUSG00000029591",194.323669529145,0.537319101707276,0.254330977488572,0.020994733005456,0.0434001199798275
"Mir200a","ENSMUSG00000065400",2.16366354974214,1.25809531015796,1.27682139949747,0.0210105697039159,0.0434294082158134
"Gm18225","ENSMUSG00000111808",6.04415040337754,1.12195793794962,0.819779636653396,0.0210296290487729,0.0434653525674154
"Gm44616","ENSMUSG00000108701",22.7237595036813,0.762512777039909,0.40748080671736,0.0210378979380991,0.0434789905933654
"Mir421","ENSMUSG00000065509",4.29008026780592,1.240039014679,1.09064950885641,0.0210437577102305,0.0434876479302802
